timestamp,power
,apparent
1641024000,0
1641024001,0
1641024002,0
1641024003,0
1641024004,0
1641024005,0
1641024006,0
1641024007,0
1641024008,0
1641024009,0
1641024010,0
1641024011,0
1641024012,0
1641024013,0
1641024014,0
1641024015,0
1641024016,0
1641024017,0
1641024018,0
1641024019,0
1641024020,0
1641024021,0
1641024022,0
1641024023,0
1641024024,0
1641024025,0
1641024026,0
1641024027,0
1641024028,0
1641024029,0
1641024030,0
1641024031,0
1641024032,0
1641024033,0
1641024034,0
1641024035,0
1641024036,0
1641024037,0
1641024038,0
1641024039,0
1641024040,0
1641024041,0
1641024042,0
1641024043,0
1641024044,0
1641024045,0
1641024046,0
1641024047,0
1641024048,0
1641024049,0
1641024050,0
1641024051,0
1641024052,0
1641024053,0
1641024054,0
1641024055,0
1641024056,0
1641024057,0
1641024058,0
1641024059,0
1641024060,0
1641024061,0
1641024062,0
1641024063,0
1641024064,0
1641024065,0
1641024066,0
1641024067,0
1641024068,0
1641024069,0
1641024070,0
1641024071,0
1641024072,0
1641024073,0
1641024074,0
1641024075,0
1641024076,0
1641024077,0
1641024078,0
1641024079,0
1641024080,0
1641024081,0
1641024082,0
1641024083,0
1641024084,0
1641024085,0
1641024086,0
1641024087,0
1641024088,0
1641024089,0
1641024090,0
1641024091,0
1641024092,0
1641024093,0
1641024094,0
1641024095,0
1641024096,0
1641024097,0
1641024098,0
1641024099,0
1641024100,0
1641024101,0
1641024102,0
1641024103,0
1641024104,0
1641024105,0
1641024106,0
1641024107,0
1641024108,0
1641024109,0
1641024110,0
1641024111,0
1641024112,0
1641024113,0
1641024114,0
1641024115,0
1641024116,0
1641024117,0
1641024118,0
1641024119,0
1641024120,0
1641024121,0
1641024122,0
1641024123,0
1641024124,0
1641024125,0
1641024126,0
1641024127,0
1641024128,0
1641024129,0
1641024130,0
1641024131,0
1641024132,0
1641024133,0
1641024134,0
1641024135,0
1641024136,0
1641024137,0
1641024138,0
1641024139,0
1641024140,0
1641024141,0
1641024142,0
1641024143,0
1641024144,0
1641024145,0
1641024146,0
1641024147,0
1641024148,0
1641024149,0
1641024150,0
1641024151,0
1641024152,0
1641024153,0
1641024154,0
1641024155,0
1641024156,0
1641024157,0
1641024158,0
1641024159,0
1641024160,0
1641024161,0
1641024162,0
1641024163,0
1641024164,0
1641024165,0
1641024166,0
1641024167,0
1641024168,0
1641024169,0
1641024170,0
1641024171,0
1641024172,0
1641024173,0
1641024174,0
1641024175,0
1641024176,0
1641024177,0
1641024178,0
1641024179,0
1641024180,0
1641024181,0
1641024182,0
1641024183,0
1641024184,0
1641024185,0
1641024186,0
1641024187,0
1641024188,0
1641024189,0
1641024190,0
1641024191,0
1641024192,0
1641024193,0
1641024194,0
1641024195,0
1641024196,0
1641024197,0
1641024198,0
1641024199,0
1641024200,0
1641024201,0
1641024202,0
1641024203,0
1641024204,0
1641024205,0
1641024206,0
1641024207,0
1641024208,0
1641024209,0
1641024210,0
1641024211,0
1641024212,0
1641024213,0
1641024214,0
1641024215,0
1641024216,0
1641024217,0
1641024218,0
1641024219,0
1641024220,0
1641024221,0
1641024222,0
1641024223,0
1641024224,0
1641024225,0
1641024226,0
1641024227,0
1641024228,0
1641024229,0
1641024230,0
1641024231,0
1641024232,0
1641024233,0
1641024234,0
1641024235,0
1641024236,0
1641024237,0
1641024238,0
1641024239,0
1641024240,0
1641024241,0
1641024242,0
1641024243,0
1641024244,0
1641024245,0
1641024246,0
1641024247,0
1641024248,0
1641024249,0
1641024250,0
1641024251,0
1641024252,0
1641024253,0
1641024254,0
1641024255,0
1641024256,0
1641024257,0
1641024258,0
1641024259,0
1641024260,0
1641024261,0
1641024262,0
1641024263,0
1641024264,0
1641024265,0
1641024266,0
1641024267,0
1641024268,0
1641024269,0
1641024270,0
1641024271,0
1641024272,0
1641024273,0
1641024274,0
1641024275,0
1641024276,0
1641024277,0
1641024278,0
1641024279,0
1641024280,0
1641024281,0
1641024282,0
1641024283,0
1641024284,0
1641024285,0
1641024286,0
1641024287,0
1641024288,0
1641024289,0
1641024290,0
1641024291,0
1641024292,0
1641024293,0
1641024294,0
1641024295,0
1641024296,0
1641024297,0
1641024298,0
1641024299,0
1641024300,0
1641024301,0
1641024302,0
1641024303,0
1641024304,0
1641024305,0
1641024306,0
1641024307,0
1641024308,0
1641024309,0
1641024310,0
1641024311,0
1641024312,0
1641024313,0
1641024314,0
1641024315,0
1641024316,0
1641024317,0
1641024318,0
1641024319,0
1641024320,0
1641024321,0
1641024322,0
1641024323,0
1641024324,0
1641024325,0
1641024326,0
1641024327,0
1641024328,0
1641024329,0
1641024330,0
1641024331,0
1641024332,0
1641024333,0
1641024334,0
1641024335,0
1641024336,0
1641024337,0
1641024338,0
